Rating Star,Title,Body,Star only,Body with star,Preprocessed_Body,Sentiment_Label,Sentiment_Score
5.0 out of 5 stars,Product is the best,i like that it plays loud and the battery life lasts fr a few days easy to set up one two three,5 stars,5 stars. Product is the best. i like that it plays loud and the battery life lasts fr a few days easy to set up one two three,5 stars product is the best i like that it plays loud and the battery life lasts fr a few days easy to set up one two three,4.0,0.981726348400116
5.0 out of 5 stars,Convenient,"Purchased as a gift and got such great feedback, I bought one for myself. Use it every day!",5 stars,"5 stars. Convenient. Purchased as a gift and got such great feedback, I bought one for myself. Use it every day!",5 stars convenient purchased as a gift and got such great feedback i bought one for myself use it every day,4.0,0.9853298664093018
5.0 out of 5 stars,great!,I got this for my dad for fathers day and he loves it. Its pretty sturdy and seems like good quality for the price. The speaker is also pretty loud for a gadget like this. good purchase,5 stars,5 stars. great!. I got this for my dad for fathers day and he loves it. Its pretty sturdy and seems like good quality for the price. The speaker is also pretty loud for a gadget like this. good purchase,5 stars great i got this for my dad for fathers day and he loves it its pretty sturdy and seems like good quality for the price the speaker is also pretty loud for a gadget like this good purchase,4.0,0.9717872142791748
5.0 out of 5 stars,Hands free,I gave it to my husband as a father’s gift. He really likes it very much.,5 stars,5 stars. Hands free. I gave it to my husband as a father’s gift. He really likes it very much.,5 stars hands free i gave it to my husband as a father ’ s gift he really likes it very much,4.0,0.9813504219055176
5.0 out of 5 stars,Gift,This was a gift for a family member and he’s enjoying it,5 stars,5 stars. Gift. This was a gift for a family member and he’s enjoying it,5 stars gift this was a gift for a family member and he ’ s enjoying it,4.0,0.9851210117340088
5.0 out of 5 stars,Love it!,Sounds excellent and holds a charge so It doesn't have to be plugged in all the time... I use it all the time.,5 stars,5 stars. Love it!. Sounds excellent and holds a charge so It doesn't have to be plugged in all the time... I use it all the time.,5 stars love it sounds excellent and holds a charge so it does n't have to be plugged in all the time ... i use it all the time,4.0,0.9865747094154358
5.0 out of 5 stars,mom loved it,got it for my mom because she watches shows when she's doing stuff in the ki6tchen so i thought this was a cool gift for her. good sound,5 stars,5 stars. mom loved it. got it for my mom because she watches shows when she's doing stuff in the ki6tchen so i thought this was a cool gift for her. good sound,5 stars mom loved it got it for my mom because she watches shows when she 's doing stuff in the ki6tchen so i thought this was a cool gift for her good sound,4.0,0.9507628083229065
5.0 out of 5 stars,Works fine,Bought as a Christmas gift,5 stars,5 stars. Works fine. Bought as a Christmas gift,5 stars works fine bought as a christmas gift,4.0,0.983728289604187
5.0 out of 5 stars,Birthday Gift,My Grandson loves it,5 stars,5 stars. Birthday Gift. My Grandson loves it,5 stars birthday gift my grandson loves it,4.0,0.9892488718032837
5.0 out of 5 stars,Dandy and Handy,Good place to park your phone when holding is invonvient.,5 stars,5 stars. Dandy and Handy. Good place to park your phone when holding is invonvient.,5 stars dandy and handy good place to park your phone when holding is invonvient,4.0,0.9783580303192139
5.0 out of 5 stars,My husband loves his gift.,He can sit outside and listen and watch his sports or music through Bluetooth with good quality sound. Can use this while doing dishes and not miss a ball game or listen to music too.,5 stars,5 stars. My husband loves his gift.. He can sit outside and listen and watch his sports or music through Bluetooth with good quality sound. Can use this while doing dishes and not miss a ball game or listen to music too.,5 stars my husband loves his gift .. he can sit outside and listen and watch his sports or music through bluetooth with good quality sound can use this while doing dishes and not miss a ball game or listen to music too,4.0,0.9856426119804382
5.0 out of 5 stars,Great!!!,Loud and Crystal clear .,5 stars,5 stars. Great!!!. Loud and Crystal clear .,5 stars great loud and crystal clear,4.0,0.9880164265632629
4.0 out of 5 stars,SOUNDS GREAT,THE SOUND ON IT IS GREAT. THE CONVENIENCE OF NOT HAVEING TO HOLD YOUR PHONE! DEFINITELY RECOMMEND!,4 stars,4 stars. SOUNDS GREAT. THE SOUND ON IT IS GREAT. THE CONVENIENCE OF NOT HAVEING TO HOLD YOUR PHONE! DEFINITELY RECOMMEND!,4 stars sounds great the sound on it is great the convenience of not haveing to hold your phone definitely recommend,3.0,0.9811522960662842
4.0 out of 5 stars,Love it,Perfect stocking stuffer,4 stars,4 stars. Love it. Perfect stocking stuffer,4 stars love it perfect stocking stuffer,3.0,0.9753446578979492
4.0 out of 5 stars,A good amplifier for the hard of hearing,"The Jteman phone amplifier works well. Operation is simple and so far reliable. I am hard of hearing and so this amplifier helps significantly to improve my hearing of phone conversations. The maximum volute level is fairly good. It works for me. I have not tried this with several people on my end participating in the call, but I am confident that it will do the job adequately.

I would say that the build quality if about the same as with most electronics made in China . It seems to be sturdy and well made.

The phone stand is adjustable for the angle you wish. It is simply a holder for your phone. You can set your phone of almost any size and shape on the stand. The phone can be in either a horizontal position or vertical position. The base of the holder folds up into the unit so that the back portion can be folded down against the speaker.

The self contained rechargeable batteries are charged using a USB-C connector, so any USB charger with a ""C"" type connector on one end of the cable will work. The proper cable is provided with the amplifier.

If I were to fault this phone amplifier, I think there are two things I would mention. The first is that the clarity of the speaker is somewhat mellow, so that higher frequencies are lost to a degree. I find this to be the major fault for me with my hearing loss. I would like a crisper tone designed to give clear voice amplification as that is what I primarily use this amplifier for.

The second criticism I have for this amplifier which is really nit picking, but could have easily been eliminated with a minimal design change. The power/charging/bluetooth LED is hidden from view when the unit is folded up for storage or charging. You have to lift the phone holder out of the storage position in order to view this LED.

Once setup, when you press the POWER button, you will get a audio message ""POWER ON"", ""BLUETOOTH MOUNT"" and ""CONNECTED"". This process will take about 3 to 5 seconds. You will need to hold the POWER button down several seconds for this to happen. To power off, a simple press of the POWER button will turn the unit off with the message ""POWER OFF"".

I found the instructions relatively clear and I had no difficulty in getting the phone amplifier to connect via bluetooth to my Samsung Android phone.

When receiving a phone call, your phone will ring and after a second or two, the phone amplifier will connect with the call. To accept a call, you press the ""Phone/Fast Forward"" button. To disconnect to the call, you press the same button again. Be careful not to double click this button as that will hang up the call.

I have not tried other phone amplifiers, so for the moment,the Jteman seems to be a good choice.",4 stars,"4 stars. A good amplifier for the hard of hearing. The Jteman phone amplifier works well. Operation is simple and so far reliable. I am hard of hearing and so this amplifier helps significantly to improve my hearing of phone conversations. The maximum volute level is fairly good. It works for me. I have not tried this with several people on my end participating in the call, but I am confident that it will do the job adequately.

I would say that the build quality if about the same as with most electronics made in China . It seems to be sturdy and well made.

The phone stand is adjustable for the angle you wish. It is simply a holder for your phone. You can set your phone of almost any size and shape on the stand. The phone can be in either a horizontal position or vertical position. The base of the holder folds up into the unit so that the back portion can be folded down against the speaker.

The self contained rechargeable batteries are charged using a USB-C connector, so any USB charger with a ""C"" type connector on one end of the cable will work. The proper cable is provided with the amplifier.

If I were to fault this phone amplifier, I think there are two things I would mention. The first is that the clarity of the speaker is somewhat mellow, so that higher frequencies are lost to a degree. I find this to be the major fault for me with my hearing loss. I would like a crisper tone designed to give clear voice amplification as that is what I primarily use this amplifier for.

The second criticism I have for this amplifier which is really nit picking, but could have easily been eliminated with a minimal design change. The power/charging/bluetooth LED is hidden from view when the unit is folded up for storage or charging. You have to lift the phone holder out of the storage position in order to view this LED.

Once setup, when you press the POWER button, you will get a audio message ""POWER ON"", ""BLUETOOTH MOUNT"" and ""CONNECTED"". This process will take about 3 to 5 seconds. You will need to hold the POWER button down several seconds for this to happen. To power off, a simple press of the POWER button will turn the unit off with the message ""POWER OFF"".

I found the instructions relatively clear and I had no difficulty in getting the phone amplifier to connect via bluetooth to my Samsung Android phone.

When receiving a phone call, your phone will ring and after a second or two, the phone amplifier will connect with the call. To accept a call, you press the ""Phone/Fast Forward"" button. To disconnect to the call, you press the same button again. Be careful not to double click this button as that will hang up the call.

I have not tried other phone amplifiers, so for the moment,the Jteman seems to be a good choice.",4 stars a good amplifier for the hard of hearing the jteman phone amplifier works well operation is simple and so far reliable i am hard of hearing and so this amplifier helps significantly to improve my hearing of phone conversations the maximum volute level is fairly good it works for me i have not tried this with several people on my end participating in the call but i am confident that it will do the job adequately i would say that the build quality if about the same as with most electronics made in china it seems to be sturdy and well made the phone stand is adjustable for the angle you wish it is simply a holder for your phone you can set your phone of almost any size and shape on the stand the phone can be in either a horizontal position or vertical position the base of the holder folds up into the unit so that the back portion can be folded down against the speaker the self contained rechargeable batteries are charged using a usb-c connector so any usb charger with a `` c '' type connector on one end of the cable will work the proper cable is provided with the amplifier if i were to fault this phone amplifier i think there are two things i would mention the first is that the clarity of the speaker is somewhat mellow so that higher frequencies are lost to a degree i find this to be the major fault for me with my hearing loss i would like a crisper tone designed to give clear voice amplification as that is what i primarily use this amplifier for the second criticism i have for this amplifier which is really nit picking but could have easily been eliminated with a minimal design change the power/charging/bluetooth led is hidden from view when the unit is folded up for storage or charging you have to lift the phone holder out of the storage position in order to view this led once setup when you press the power button you will get a audio message `` power on '' `` bluetooth mount '' and `` connected '' this process will take about 3 to 5 seconds you will need to hold the power button down several seconds for this to happen to power off a simple press of the power button will turn the unit off with the message `` power off '' i found the instructions relatively clear and i had no difficulty in getting the phone amplifier to connect via bluetooth to my samsung android phone when receiving a phone call your phone will ring and after a second or two the phone amplifier will connect with the call to accept a call you press the `` phone/fast forward '' button to disconnect to the call you press the same button again be careful not to double click this button as that will hang up the call i have not tried other phone amplifiers so for the moment the jteman seems to be a good choice,3.0,0.9843425750732422
4.0 out of 5 stars,Works well,"It works. I just wish it could be stronger, so it could hold my ipad.",4 stars,"4 stars. Works well. It works. I just wish it could be stronger, so it could hold my ipad.",4 stars works well it works i just wish it could be stronger so it could hold my ipad,3.0,0.9861258864402771
4.0 out of 5 stars,Good sound,Works well and easy to use,4 stars,4 stars. Good sound. Works well and easy to use,4 stars good sound works well and easy to use,3.0,0.9820315837860107
4.0 out of 5 stars,Easy setup,Got this for my husband as a gift. It works well nice size and easy to use.,4 stars,4 stars. Easy setup. Got this for my husband as a gift. It works well nice size and easy to use.,4 stars easy setup got this for my husband as a gift it works well nice size and easy to use,3.0,0.9818989038467407
4.0 out of 5 stars,Great,It’s a great thing to listen to music or books,4 stars,4 stars. Great. It’s a great thing to listen to music or books,4 stars great it ’ s a great thing to listen to music or books,3.0,0.9798363447189331
4.0 out of 5 stars,I love the idea,"It definitely gives you a bit more volume than normal I love that part. However I got it for work to hold my iPad when I watch movies. I have a 10inch ipad with a case. It's not a real thick bulky case and even tho it somewhat support it, it could have been made better. the loops at the bottom should have been made out of a metal or thicker plastic and it should have been wider and extended out more for bulky cases if needed. I do respect the concept of their idea. If they could change those couple complaints it would be well worth the money 1 out of 10 I'd give them a 8. If you take off your iPad case it won't weigh it down as much and would mostly be a better fit. I'm just not willing to compromise the case, I'm somewhat careless and would probably drop the iPad I. that minute 😳 Hopefully this was helpful to someone",4 stars,"4 stars. I love the idea. It definitely gives you a bit more volume than normal I love that part. However I got it for work to hold my iPad when I watch movies. I have a 10inch ipad with a case. It's not a real thick bulky case and even tho it somewhat support it, it could have been made better. the loops at the bottom should have been made out of a metal or thicker plastic and it should have been wider and extended out more for bulky cases if needed. I do respect the concept of their idea. If they could change those couple complaints it would be well worth the money 1 out of 10 I'd give them a 8. If you take off your iPad case it won't weigh it down as much and would mostly be a better fit. I'm just not willing to compromise the case, I'm somewhat careless and would probably drop the iPad I. that minute 😳 Hopefully this was helpful to someone",4 stars i love the idea it definitely gives you a bit more volume than normal i love that part however i got it for work to hold my ipad when i watch movies i have a 10inch ipad with a case it 's not a real thick bulky case and even tho it somewhat support it it could have been made better the loops at the bottom should have been made out of a metal or thicker plastic and it should have been wider and extended out more for bulky cases if needed i do respect the concept of their idea if they could change those couple complaints it would be well worth the money 1 out of 10 i 'd give them a 8 if you take off your ipad case it wo n't weigh it down as much and would mostly be a better fit i 'm just not willing to compromise the case i 'm somewhat careless and would probably drop the ipad i. that minute 😳 hopefully this was helpful to someone,3.0,0.9693083763122559
4.0 out of 5 stars,Good Sound,Useful gadget.,4 stars,4 stars. Good Sound. Useful gadget.,4 stars good sound useful gadget,3.0,0.9778144955635071
4.0 out of 5 stars,Good product,For a nightstand or bathroom counter,4 stars,4 stars. Good product. For a nightstand or bathroom counter,4 stars good product for a nightstand or bathroom counter,3.0,0.9830381870269775
4.0 out of 5 stars,Cell stand/speaker,Okay,4 stars,4 stars. Cell stand/speaker. Okay,4 stars cell stand/speaker okay,3.0,0.9850253462791443
4.0 out of 5 stars,I like.,"I like. I purchased 5, but never received discount from Amazon sales rep because I couldn’t add to my cart. Other than that I like. The colors are gorg. The sound is nice and it actually does hold your phone up. Battery life could be a little better, but really does come in handy when I’m in the kitchen... I like.",4 stars,"4 stars. I like.. I like. I purchased 5, but never received discount from Amazon sales rep because I couldn’t add to my cart. Other than that I like. The colors are gorg. The sound is nice and it actually does hold your phone up. Battery life could be a little better, but really does come in handy when I’m in the kitchen... I like.",4 stars i like .. i like i purchased 5 but never received discount from amazon sales rep because i couldn ’ t add to my cart other than that i like the colors are gorg the sound is nice and it actually does hold your phone up battery life could be a little better but really does come in handy when i ’ m in the kitchen ... i like,3.0,0.9841746687889099
4.0 out of 5 stars,Device is good but…!,"The Jteman device would not shut off. The volume would not change. I decided to let it drain itself out. Also, it would not connect to Bluetooth that was connected to my iPhone phone. After a day in worked again. So I change my review stars from a 3 to a 4!",4 stars,"4 stars. Device is good but…!. The Jteman device would not shut off. The volume would not change. I decided to let it drain itself out. Also, it would not connect to Bluetooth that was connected to my iPhone phone. After a day in worked again. So I change my review stars from a 3 to a 4!",4 stars device is good but… the jteman device would not shut off the volume would not change i decided to let it drain itself out also it would not connect to bluetooth that was connected to my iphone phone after a day in worked again so i change my review stars from a 3 to a 4,2.0,0.6154385805130005
4.0 out of 5 stars,Jtman phone holder and speaker,"Sounds great
Battery life last a little over 2 straight hours of use weather you are watching a movie or Listening to your favorite music

I like it so much that I am going to buy another one just to have a back up handy",4 stars,"4 stars. Jtman phone holder and speaker. Sounds great
Battery life last a little over 2 straight hours of use weather you are watching a movie or Listening to your favorite music

I like it so much that I am going to buy another one just to have a back up handy",4 stars jtman phone holder and speaker sounds great battery life last a little over 2 straight hours of use weather you are watching a movie or listening to your favorite music i like it so much that i am going to buy another one just to have a back up handy,3.0,0.9775854349136353
4.0 out of 5 stars,"great stand, wish it chjarged","My husband likes to play games on his playstation through the TV but also listen to/watch shows on the iPad. Tis stand is great. Works well with both the ipad and iphone, just wish it also had charging capabilities.",4 stars,"4 stars. great stand, wish it chjarged. My husband likes to play games on his playstation through the TV but also listen to/watch shows on the iPad. Tis stand is great. Works well with both the ipad and iphone, just wish it also had charging capabilities.",4 stars great stand wish it chjarged my husband likes to play games on his playstation through the tv but also listen to/watch shows on the ipad tis stand is great works well with both the ipad and iphone just wish it also had charging capabilities,3.0,0.9804472923278809
4.0 out of 5 stars,It’s is heavy to hold a tablet,It’s pretty loud,4 stars,4 stars. It’s is heavy to hold a tablet. It’s pretty loud,4 stars it ’ s is heavy to hold a tablet it ’ s pretty loud,3.0,0.9769436717033386
4.0 out of 5 stars,Love it,Works great 👍,4 stars,4 stars. Love it. Works great 👍,4 stars love it works great 👍,3.0,0.9804748892784119
4.0 out of 5 stars,Charger does not work on any other devices.,"Great product, but just be advised that the charger is only built for this product. Your cell phone charger will not charge this device even though it is a USB-C. Also, the charger for the speaker will not charge your cell phone. Other than that, it's a great product.",4 stars,"4 stars. Charger does not work on any other devices.. Great product, but just be advised that the charger is only built for this product. Your cell phone charger will not charge this device even though it is a USB-C. Also, the charger for the speaker will not charge your cell phone. Other than that, it's a great product.",4 stars charger does not work on any other devices .. great product but just be advised that the charger is only built for this product your cell phone charger will not charge this device even though it is a usb-c. also the charger for the speaker will not charge your cell phone other than that it 's a great product,3.0,0.9652794003486633
4.0 out of 5 stars,Good but…,"This stand has good sound quality and I like that you can adjust the angels. However, it would be better if the stand actually held the phone in place. This makes using it very awkward.",4 stars,"4 stars. Good but…. This stand has good sound quality and I like that you can adjust the angels. However, it would be better if the stand actually held the phone in place. This makes using it very awkward.",4 stars good but… this stand has good sound quality and i like that you can adjust the angels however it would be better if the stand actually held the phone in place this makes using it very awkward,3.0,0.9776037931442261
4.0 out of 5 stars,"Great sound, bad audio sync! Tech tip: Un-pair BluTooth and re-pair.","Compared to speakers 5 X's as expensive, it ROCKS. Motion Soundcore, at $110, sounded like it was buried in a pillow case, and it had ridiculously low volume. Don't waste your money. Get this one. Audio profile is amazingly clean for the price, and volume is great. 1 star off for poor audio sync. Go to phone settings, bluetooth, un-pair, then re-pair to device to fix this problem.",4 stars,"4 stars. Great sound, bad audio sync! Tech tip: Un-pair BluTooth and re-pair.. Compared to speakers 5 X's as expensive, it ROCKS. Motion Soundcore, at $110, sounded like it was buried in a pillow case, and it had ridiculously low volume. Don't waste your money. Get this one. Audio profile is amazingly clean for the price, and volume is great. 1 star off for poor audio sync. Go to phone settings, bluetooth, un-pair, then re-pair to device to fix this problem.",4 stars great sound bad audio sync tech tip un-pair blutooth and re-pair .. compared to speakers 5 x 's as expensive it rocks motion soundcore at 110 sounded like it was buried in a pillow case and it had ridiculously low volume do n't waste your money get this one audio profile is amazingly clean for the price and volume is great 1 star off for poor audio sync go to phone settings bluetooth un-pair then re-pair to device to fix this problem,3.0,0.43546414375305176
4.0 out of 5 stars,Doesn't fit all phones,"It doesn't fit all phones, the second quality was okay, the battery life was okay, and the amount that I paid was okay for what I got",4 stars,"4 stars. Doesn't fit all phones. It doesn't fit all phones, the second quality was okay, the battery life was okay, and the amount that I paid was okay for what I got",4 stars does n't fit all phones it does n't fit all phones the second quality was okay the battery life was okay and the amount that i paid was okay for what i got,3.0,0.9652901887893677
4.0 out of 5 stars,This is perfect for my desk,"It is the perfect size for my desk. I wasn’t expecting high end sound, but it is adequate for the space it is being used.",4 stars,"4 stars. This is perfect for my desk. It is the perfect size for my desk. I wasn’t expecting high end sound, but it is adequate for the space it is being used.",4 stars this is perfect for my desk it is the perfect size for my desk i wasn ’ t expecting high end sound but it is adequate for the space it is being used,3.0,0.9757459759712219
4.0 out of 5 stars,Missing charger,"Honestly love this at home and at wirk. However, I did have to get a charger.

Still, worth the purchase and plays well!

I would have given it a five but my charger was missing. I actually bought two and gave one to someone else. The other one arrived complete with charger.",4 stars,"4 stars. Missing charger. Honestly love this at home and at wirk. However, I did have to get a charger.

Still, worth the purchase and plays well!

I would have given it a five but my charger was missing. I actually bought two and gave one to someone else. The other one arrived complete with charger.",4 stars missing charger honestly love this at home and at wirk however i did have to get a charger still worth the purchase and plays well i would have given it a five but my charger was missing i actually bought two and gave one to someone else the other one arrived complete with charger,3.0,0.967246413230896
4.0 out of 5 stars,Little product big punch.,"I brought this for my husband, a truck driver to use on his lunch and breaks. While him testing it out the speakers/sound is great but I haven't seen him use it much. The product is nice and small but it'll be an additional thing to carry so a no go for hubby.",4 stars,"4 stars. Little product big punch.. I brought this for my husband, a truck driver to use on his lunch and breaks. While him testing it out the speakers/sound is great but I haven't seen him use it much. The product is nice and small but it'll be an additional thing to carry so a no go for hubby.",4 stars little product big punch .. i brought this for my husband a truck driver to use on his lunch and breaks while him testing it out the speakers/sound is great but i have n't seen him use it much the product is nice and small but it 'll be an additional thing to carry so a no go for hubby,3.0,0.9714944958686829
4.0 out of 5 stars,Good speaker for the Money!,Bought it as a gift and thought it was a great little gift idea. The sound coming out of the speaker impressed me for the price I paid. Worth the money!,4 stars,4 stars. Good speaker for the Money!. Bought it as a gift and thought it was a great little gift idea. The sound coming out of the speaker impressed me for the price I paid. Worth the money!,4 stars good speaker for the money bought it as a gift and thought it was a great little gift idea the sound coming out of the speaker impressed me for the price i paid worth the money,3.0,0.9827080368995667
4.0 out of 5 stars,Was a gift,Great if you are tired of holding your phone to watch movies or videos,4 stars,4 stars. Was a gift. Great if you are tired of holding your phone to watch movies or videos,4 stars was a gift great if you are tired of holding your phone to watch movies or videos,3.0,0.976791501045227
4.0 out of 5 stars,Good for working at my desk,Good for working at my desk.,4 stars,4 stars. Good for working at my desk. Good for working at my desk.,4 stars good for working at my desk good for working at my desk,3.0,0.9831652641296387
4.0 out of 5 stars,"So far, so good! The Jteman works nice!","So far it works and I'm very pleased. It doesn't have that surround sound but it's good! The last one I brought (I can't remember the name of it but it began with an M name) it sucked. It wouldn't even say power on or off. This one did, it paired with my phone, I can use all the buttons, there's loud sound coming from the speaker so I'm happy 😊",4 stars,"4 stars. So far, so good! The Jteman works nice!. So far it works and I'm very pleased. It doesn't have that surround sound but it's good! The last one I brought (I can't remember the name of it but it began with an M name) it sucked. It wouldn't even say power on or off. This one did, it paired with my phone, I can use all the buttons, there's loud sound coming from the speaker so I'm happy 😊",4 stars so far so good the jteman works nice so far it works and i 'm very pleased it does n't have that surround sound but it 's good the last one i brought i ca n't remember the name of it but it began with an m name it sucked it would n't even say power on or off this one did it paired with my phone i can use all the buttons there 's loud sound coming from the speaker so i 'm happy 😊,3.0,0.9787241816520691
4.0 out of 5 stars,Buen producto,Exelente inversion lo recomiendo,4 stars,4 stars. Buen producto. Exelente inversion lo recomiendo,4 stars buen producto exelente inversion lo recomiendo,3.0,0.9807600975036621
4.0 out of 5 stars,Bought this for my granddaughter,My granddaughter was happy to get this for Christmas. I'm not sure how well it works since it was a present for her. She takes it in the bathroom and listens to music as she showers.,4 stars,4 stars. Bought this for my granddaughter. My granddaughter was happy to get this for Christmas. I'm not sure how well it works since it was a present for her. She takes it in the bathroom and listens to music as she showers.,4 stars bought this for my granddaughter my granddaughter was happy to get this for christmas i 'm not sure how well it works since it was a present for her she takes it in the bathroom and listens to music as she showers,3.0,0.9815512895584106
4.0 out of 5 stars,Not bad. Does what it should. Pretty loud and clear.,"Considerably loud for a small speaker. Not much low end, but that was expected. Clear sound and easy pairing. My only gripe would be the usbc power connection is on the side toward the back instead of the back. Good value for money.",4 stars,"4 stars. Not bad. Does what it should. Pretty loud and clear.. Considerably loud for a small speaker. Not much low end, but that was expected. Clear sound and easy pairing. My only gripe would be the usbc power connection is on the side toward the back instead of the back. Good value for money.",4 stars not bad does what it should pretty loud and clear .. considerably loud for a small speaker not much low end but that was expected clear sound and easy pairing my only gripe would be the usbc power connection is on the side toward the back instead of the back good value for money,3.0,0.9860633015632629
4.0 out of 5 stars,Great for speaker calls and viedos,"This is great for calls using you speaker or videos. I had some problems with sound breaking up on a couple apps, but then I turned the speaker feature off and used the phones speaker.",4 stars,"4 stars. Great for speaker calls and viedos. This is great for calls using you speaker or videos. I had some problems with sound breaking up on a couple apps, but then I turned the speaker feature off and used the phones speaker.",4 stars great for speaker calls and viedos this is great for calls using you speaker or videos i had some problems with sound breaking up on a couple apps but then i turned the speaker feature off and used the phones speaker,3.0,0.9765576720237732
4.0 out of 5 stars,Cool product. Serves it's purpose,My daughter uses it to watch videos hands free. She also uses it to record her tiktoks. Before she would have to prop it up against objects. It's utilized often,4 stars,4 stars. Cool product. Serves it's purpose. My daughter uses it to watch videos hands free. She also uses it to record her tiktoks. Before she would have to prop it up against objects. It's utilized often,4 stars cool product serves it 's purpose my daughter uses it to watch videos hands free she also uses it to record her tiktoks before she would have to prop it up against objects it 's utilized often,3.0,0.9840929508209229
4.0 out of 5 stars,Works well,Perfect for TikTok video creations,4 stars,4 stars. Works well. Perfect for TikTok video creations,4 stars works well perfect for tiktok video creations,3.0,0.9759758114814758
4.0 out of 5 stars,Wish it held the phone better,"The phone falls off, it needs something to hold phone firmly.",4 stars,"4 stars. Wish it held the phone better. The phone falls off, it needs something to hold phone firmly.",4 stars wish it held the phone better the phone falls off it needs something to hold phone firmly,3.0,0.9495705962181091
4.0 out of 5 stars,Great deal,Can’t stand the phone lengthwise.. it’s unsteady that way but placing it sideways works just fine..,4 stars,4 stars. Great deal. Can’t stand the phone lengthwise.. it’s unsteady that way but placing it sideways works just fine..,4 stars great deal can ’ t stand the phone lengthwise .. it ’ s unsteady that way but placing it sideways works just fine ..,3.0,0.9831804633140564
4.0 out of 5 stars,Nice!,Very nice gift,4 stars,4 stars. Nice!. Very nice gift,4 stars nice very nice gift,3.0,0.9820875525474548
4.0 out of 5 stars,I did,I did like product but not the person who received the gift,4 stars,4 stars. I did. I did like product but not the person who received the gift,4 stars i did i did like product but not the person who received the gift,3.0,0.9738614559173584
4.0 out of 5 stars,Stand,Nice Christmas gift,4 stars,4 stars. Stand. Nice Christmas gift,4 stars stand nice christmas gift,3.0,0.9801258444786072
4.0 out of 5 stars,exactly as shown good,hope will last a long time,4 stars,4 stars. exactly as shown good. hope will last a long time,4 stars exactly as shown good hope will last a long time,3.0,0.973157525062561
4.0 out of 5 stars,NOT QUITE LOUD ENOUGH,It's a really nice idea but the speaker is not quite loud enough.,4 stars,4 stars. NOT QUITE LOUD ENOUGH. It's a really nice idea but the speaker is not quite loud enough.,4 stars not quite loud enough it 's a really nice idea but the speaker is not quite loud enough,3.0,0.9792489409446716
4.0 out of 5 stars,Nice product,I can watch my cooking videos without trying to prop my phone up with something on my kitchen counter .,4 stars,4 stars. Nice product. I can watch my cooking videos without trying to prop my phone up with something on my kitchen counter .,4 stars nice product i can watch my cooking videos without trying to prop my phone up with something on my kitchen counter,3.0,0.983626663684845
4.0 out of 5 stars,Bought as a gift and we'll received.,Good gift idea.,4 stars,4 stars. Bought as a gift and we'll received.. Good gift idea.,4 stars bought as a gift and we 'll received .. good gift idea,3.0,0.9785653948783875
4.0 out of 5 stars,value,this a gift . will know more later.,4 stars,4 stars. value. this a gift . will know more later.,4 stars value this a gift will know more later,3.0,0.9715539813041687
4.0 out of 5 stars,Better Volume,"For my play along with the music, this unit saves the battery on my phone and, boosts the volume. It's also good for the summer gatherings in the backyard for playing my playlists off the phone.",4 stars,"4 stars. Better Volume. For my play along with the music, this unit saves the battery on my phone and, boosts the volume. It's also good for the summer gatherings in the backyard for playing my playlists off the phone.",4 stars better volume for my play along with the music this unit saves the battery on my phone and boosts the volume it 's also good for the summer gatherings in the backyard for playing my playlists off the phone,3.0,0.9807752370834351
4.0 out of 5 stars,Loud enough to get my groove on,Easy to use and connect to my phone.,4 stars,4 stars. Loud enough to get my groove on. Easy to use and connect to my phone.,4 stars loud enough to get my groove on easy to use and connect to my phone,3.0,0.9773386120796204
4.0 out of 5 stars,"Surprise, Surprise 😮",Bought this as a gift for son. As soon as I heard it I Bought another one. Will be buying more for Christmas gifts.,4 stars,"4 stars. Surprise, Surprise 😮. Bought this as a gift for son. As soon as I heard it I Bought another one. Will be buying more for Christmas gifts.",4 stars surprise surprise 😮 bought this as a gift for son as soon as i heard it i bought another one will be buying more for christmas gifts,3.0,0.9689420461654663
4.0 out of 5 stars,Great auto off and easy to use!,The hubby doesn’t have to hold his phone to watch and listen anymore!,4 stars,4 stars. Great auto off and easy to use!. The hubby doesn’t have to hold his phone to watch and listen anymore!,4 stars great auto off and easy to use the hubby doesn ’ t have to hold his phone to watch and listen anymore,3.0,0.9805420637130737
4.0 out of 5 stars,Easy to set up and great sound,I bought this for my husband. It made it easier for him to watch videos and the sound is great. He said it was easy to set up. I highly recommend this product.,4 stars,4 stars. Easy to set up and great sound. I bought this for my husband. It made it easier for him to watch videos and the sound is great. He said it was easy to set up. I highly recommend this product.,4 stars easy to set up and great sound i bought this for my husband it made it easier for him to watch videos and the sound is great he said it was easy to set up i highly recommend this product,3.0,0.9670438170433044
4.0 out of 5 stars,Nice and portable,Inexpensive.. but great value and sound for the size. Portable can take anywhere bought for husband to take to the office but he uses it at home in the bathroom..,4 stars,4 stars. Nice and portable. Inexpensive.. but great value and sound for the size. Portable can take anywhere bought for husband to take to the office but he uses it at home in the bathroom..,4 stars nice and portable inexpensive .. but great value and sound for the size portable can take anywhere bought for husband to take to the office but he uses it at home in the bathroom ..,3.0,0.9854801297187805
4.0 out of 5 stars,Bought this as a gift,I bought this as a gift and he really liked it.,4 stars,4 stars. Bought this as a gift. I bought this as a gift and he really liked it.,4 stars bought this as a gift i bought this as a gift and he really liked it,3.0,0.9725257158279419
